name,photo_url,growth_form,care_difficulty,management_level,water_period_spring,water_period_summer,water_period_autumn,water_period_winter,growth_temp,sunlight,humidity,flower,content
멜라니 고무나무,http://www.nongsaro.go.kr/cms_contents/301/16246_MF_ATTACH_01_TMB.jpg,관목형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"야생에서는 커다란 교목으로 자라는 고무나무로 잎 모양은 크고 넓은 둥근 타원형으로 엽육이 두껍고 생육이 왕성하고, 음이온과 산소발생량이 많은 식물이다. 형태로 새로 나오는 잎은 색이 붉은빛이나 차츰 성장하며 짙은 녹색으로 바뀌는 아름다운 품종입니다.
라텍스를 포함하고 있는 가죽질감의 짙은 녹색을 띤 뚜꺼운 잎을 가지고 있으며, 이면의 주맥과 잎대는 적갈색이고, 2,5m까지 자란다. 작은 그릇에 꽃 2~3송이와 잎 1장으로도 아름다움을 살릴수 있는 식물이다.
세계적으로 약 800~2000종이 분포되어 있다."
목베고니아,http://www.nongsaro.go.kr/cms_contents/301/16448_MF_ATTACH_01_TMB.jpg,관목형,보통 (약간 잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","목베고니아는 프랑스의 식물 애호가 베공(Begin, M)의 이름에서 유래되었다. 높이는 60cm정도이며, 잎은 가름한 심장 모양이고, 전체가 녹색이며,흰 얼룩점이 드문드문 있고, 뒷면의 잎맥은 붉다.
줄기는 곧게 자라며 어긋나게 자라는 커다란 잎과 풍성하게 꽃을 피우는 품종이다. 속은 독특한 특색은 크기가 서로 다른 4장의 꽃덮이(꽃잎과 꽃받침잎을 합해 부르는 이름)가 쌍으로 달리며, 암꽃의 아래쪽에 3개의 날개가 있다. 영양이 풍부할수록 풍성한 꽃 봉우리를 만든다. 자라나면서 줄기와 가지가 목질화(나무줄기처럼 딱딱해짐)가 되어간다."
몬스테라,http://www.nongsaro.go.kr/cms_contents/301/16449_MF_ATTACH_01_TMB.jpg,"덩굴성,풀모양",보통 (약간 잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",70% 이상,,"몬스테라는 덩굴성 대형관엽식물로 6~8m 까지 자란다.
잎은 어긋나고 성숙한 것은 지름 1m 정도이다. 잎은 진녹색으로 크고 광택이 나며 잎맥 사이에 군데군데 타원형의 구멍이 파여 있어 폭우나 강한 바람에도 견딜 수 있는 구조로 발달 됐다. 흰색의 꽃이 피고 열매도 달린다. 그리고 잎은 절엽으로 하여 꽃꽂이 재료로도 쓰인다. 직시광선에 노출시키면 잎이 타기 쉬우므로 그늘에 둬야 한다."
무늬관음죽,http://www.nongsaro.go.kr/cms_contents/301/17749_MF_ATTACH_01_TMB.jpg,관목형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"높이는 1~2m 이른다. 처음에는 줄기가 1개 이지만 자라면서 땅속줄기에서 싹이 뭉쳐난다. 잎은 손바닥 모양 겹잎으로 5~7갈래로 갈라지고, 갈라진 조각의 길이 5~10cm, 넓이 2~3cm, 잎자루 20~25cm이다. 무늬관음죽은 반그늘상태에서 관리하는 것이 생육이나 무늬의 발현에 적당하다. 그늘과 추위, 병해충에 강하며, 자라는 속도가 느려서 관리가 편하다. 잎은 젖은 물수건으로 닦아주는 것이 좋다. 수액이 인체의 피부나 점막을 자극할 수 있음, 관음죽을 지하수나 수경재배로 기르는 경우에는 수돗물 속의 염분이나 미네랄이 잎 끝에 축적되어 갈색으로 변할 수도 있는데 이런 현상이 나타날 때에는 갈색으로 변한 부분만 가위로 잘라내면 염분도 제거할 수 있고 특유의 톱니모양의 녹색 잎을 유지시킬 수 있다. 공기정화능력은 포름알데히드, 벤젠, 톨루엔, 크실렌, 클로로포름을 제거한다."
무늬마삭줄,http://www.nongsaro.go.kr/cms_contents/301/17750_MF_ATTACH_01_TMB.jpg,덩굴성,보통 (약간 잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"줄기는 8m 정도까지 자라고, 잎은 마주나고 타원형 또는 달걀 모양이며 표면은 짙은 녹색이고 윤기가 있으며, 뒷면은 털이 있거나 없고 가장자리는 밋밋하다. 길이 2~5cm 정도로 둥글고 가장자리에는 톱니가 없다.
꽃잎은 5개로 깊게 갈라져서 5~6월에 개화시기로 줄기에서 뿌리가 내려 다른 물체에 달라붙어 서식 점차 적갈색으로 갈변한다. 열매는 길이 1.2~2.2cm로 2개씩 달린다. 마삭줄이 많은 곳에서는 전혀 다른 풀이 자라지 못하고 온 사방이 마삭줄로 뒤덮여 있는 곳도 있다. 덩굴식물이 얽히지 않도록 수시로 가지치기를 해줘야 한다."
무늬벤자민고무나무,http://www.nongsaro.go.kr/cms_contents/301/17751_MF_ATTACH_01_TMB.jpg,직립형,보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,," 저온에서도 잘 견디지만 저온, 음지, 과습 조건이 되면 잎이 떨어지기 쉬운 실내 환경이나 햇볕이 잘 드는 곳에 두고 잎에 영양을 공급해 주면 좋고 지나친 과습이나 건조는 피한다. 젖은 물수건으로 잎을 닦아주며 잎이 작고 성장함에 따라 가지는 우아하게 늘어지며 건조한 환경에 강하다. 줄기에 탄력성이 좋아 줄기를 만져줄 수록 부드러워지고, 그런 후 원하는 모양대로 유인할 수 있다. 공기정화능력은 포름알데히드, 벤젠, 톨루엔, 크실렌, 클로로포름 제거한다."
무늬산호수,http://www.nongsaro.go.kr/cms_contents/301/18575_MF_ATTACH_01_TMB.jpg,"관목형,덩굴성",보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","야생화초로 키우지만 예로부터 약용으로 쓰이던 식물입니다. 반양지성 식물로 밝은 실내나 오전 1-2시간 햇빛이 드는 베란다 등에서 기르면 되고 한낮의 직사광선에는 잎이 화상을 입어 모양이 흉해진다. 산호수는 햇볕의 세기에 따라서 열매가 빨리 자라기도 하고 색깔도 빨리 빨개지며 특히, 관수를 잘 해주어야 하며, 배수상태에 따라서 틀리지만, 보통의 경우 2~3일에 한번, 겨울철엔 4~5일 정도에 한번 흠뻑 주어야 말라 떨어지지 않는다. 물 관리만 잘하면 몇 년이 지나도 열매가 떨어지지 않고 그대로 달려 있으며 다음해엔 또 새로운 꽃이 피고 열매를 맺지만, 무늬산호수는 열매 맺기가 쉽지 않다."
무늬석창포,http://www.nongsaro.go.kr/cms_contents/301/18576_MF_ATTACH_01_TMB.jpg,"풀모양,로제트형",낮음 (잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,무늬 석창포는 병충해가 적어 실내에서 키우기가 쉽고 화병에 물을 채워주면 단순하고 단정한 모습으로 실내에 키우기 적합하다. 최대 성장 길이는 75cm 정도이며 잎 끝은 칼처럼 뾰족하고 항상 좋은 향기를 풍긴다. 
무늬쉐플레라'홍콩',http://www.nongsaro.go.kr/cms_contents/301/18593_MF_ATTACH_01_TMB.jpg,"직립형,관목형",필요함,초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"잎모양 때문에 야자라고 하지만 두릅나무 과이다. 공기 정화, 가습 효과가 좋으며 키우기도 쉽다. 하루이틀 정도 단위로 화분 구멍으로 물이 스며나올 정도로 물을 주는 것을 추천한다. 무늬쉐플레라는 독이 있으므로 애완동물이나 어린이가 먹는 일이 없도록 주의한다. "
무늬알피니아,http://www.nongsaro.go.kr/cms_contents/301/18596_MF_ATTACH_01_TMB.jpg,풀모양,낮음 (잘 견딤),초보자,,,,,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",무늬알피니아는 비스듬히 사선으로 자라는 성질이 있다. 약용으로도 이용하며 녹색 바탕에 황색 또는 황백색 무늬가 불규칙하게 V자형으로 있는 것이 특징이다. 
무늬유카,http://www.nongsaro.go.kr/cms_contents/301/18597_MF_ATTACH_01_TMB.jpg,직립형,보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,무늬 유카는 토양이든 가리지 않고 생육이 왕성하다. 거름은 식물체가 연약해 질 수 있으니 주의하는 것이 좋다 . 꽃이 없어도 상록으로써 관상 가치가 높은 식물이다. 
무늬접란,http://www.nongsaro.go.kr/cms_contents/301/18599_MF_REPR_ATTACH_01_TMB.jpg,"풀모양,로제트형",보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,무늬접란은 흰색 무늬가 있는 뿌리에서 나온 잎과 밑으로 처지는 긴 덩굴 끝에 새싹이 돋아서 새포기로 자란다. 열대식물로 추위에 약하며 햇빛이 잘 드는 창가에서 키우는 것을 추천한다. 오염된 공기를 빨아드리고 산소를 내뿜는 양이 많아 공기를 정화해주는 대표적인 식물로 알려져 있다. 
무늬털머위,http://www.nongsaro.go.kr/cms_contents/301/18600_MF_ATTACH_01_TMB.jpg,풀모양,낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"여름,가을",무늬털머위는 잎에 반딧불 모양의 무늬가 있어 관상 가치가 높은 식물이다. 꽃은 9-10월 경 피고 가지 끝에 1개씩 달린다. 잎자루를 식용으로 사용하기도 하며 약으로 주로 사용된다. 잎이 넓고 아름다워 요즘 따뜻한 곳의 지피식물로 많이 이용된다. 
무늬팻츠헤데라,http://www.nongsaro.go.kr/cms_contents/301/18602_MF_ATTACH_01_TMB.jpg,"관목형,덩굴성",필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"벤젠 제거에 효과적인 에코플랜트이다.
키는 30-40cm 키가 작은 실내분화식물로 줄기는 곧게 자란다."
무늬푸밀라고무나무 ,http://www.nongsaro.go.kr/cms_contents/301/18604_MF_ATTACH_01_TMB.jpg,덩굴성,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"높은 습도를 좋아함, 오랜 기간 잘 키우기가 어려우므로 매년 봄 분갈이 해 줌"
뮤렌베키아,http://www.nongsaro.go.kr/cms_contents/301/18649_MF_REPR_ATTACH_01_TMB.jpg,덩굴성,낮음 (잘 견딤),초보자,,,,,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux)",40 ~ 70%,,"대체로 키우기 쉬운 식물로, 직사광선만 피하면 잘 자란다."
바위취,http://www.nongsaro.go.kr/cms_contents/301/18656_MF_ATTACH_01_TMB.jpg,"풀모양,로제트형",보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,여름,"바위취는 우리나라 중부 이남의 반음지,음지에 조경용으로 식재하는는 상록 다년생 초본이다. 잎은 녹색에 연한 무늬가 있고, 뒷면은 자줏빛이 도는 붉은색이며 길이는 3~5㎝이다. 잎 가장자리에 치아 모양의 얕은 결각이 있으며 길이는 3~5㎝이며 꽃은 백색으로 꽃자루의 높이는 20~40㎝로서 곧게 서며 길이는 10~20㎝이고 짧은 홍자색의 선모가 있으며 줄기 꼭대기에서 핀다. 열매는 7~8월경에 달리고 길이는 4~5㎜로 원형이고 종자는 난형(달걀 모양)이며 관상용, 지피식물 또는 분화용으로 쓰이며, 전초는 약용으로 쓰인다."
박쥐란,http://www.nongsaro.go.kr/cms_contents/301/18659_MF_ATTACH_01_TMB.jpg,풀모양,필요함,전문가,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"본 종의 포자엽은 30~70㎝이고 길이는 60~90㎝로 기부는 좁고 직립한다. 잎 기부로부터 잎 끝까지의 형태는 V자형으로 상부에는 2~3회 우상으로 갈라져서 늘어진다. 잎 표면은 회녹색이고 뒷면은 녹백색이다. 외투엽은 원형으로 불룩하게 튀어 나오고 처음에는 녹색, 후에는 갈색으로 변한다. 외투 직경은 20㎝로 잎 가장자리는 약간의 파상이며 본 엽은 총생하고 좁고 길다. 갈라진 잎의 길이는 10㎝, 폭은 4㎝로 회녹색이고 뒷면은 회녹백색으로 털이 있다. 포자낭군은 황갈색이고 열편의 정점이 착생한다. 그래서 갈라진 풀잎은 황갈색으로 변한다. 원산지는 열대 아프리카, 열대 아시아, 온대 오스트레일리아로 14종이 있다. 회녹색의 사슴뿔 모양을 지니고 있으며 밝은 곳을 좋아한다. 건조한 것 보다는 습한 환경을 좋아하므로 잎에 자주 분무해 준다."
반딧불털머위,http://www.nongsaro.go.kr/cms_contents/301/18692_MF_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,여름,"
국화과의 여러해살이풀로 남부지방이나, 울릉도 ,제주도의 바닷가에서 자란다. 늘 푸른 잎이며 뿌리줄기는 굵고 짧으며 줄기는 곧게 서며 꽃대 모양이고 흰빛이 도는 갈색털이 덮여 있다. 9~10월에 머리모양 꽃차례를 이루고 노랑색의 꽃이 피며 꽃대 모양의 줄기 끝에 여러 개가 모여서 고른꽃차례를 이룬다. 한방과 민간에서 뿌리와 식물체를 진통, 보익, 진정 등의 약재로 쓰며 민간에서 줄기와 잎을 해독제로 쓰고 싱싱한 잎을 습진 또는 곪는데 약으로 쓰며, 관상용으로 많이 심는다.
"
백량금,http://www.nongsaro.go.kr/cms_contents/301/18694_MF_ATTACH_01_TMB.jpg,관목형,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",부식질이 풍부하고 보수력이 좋은 토양이 적합하며 약간 응달진 장소가 좋음
백정화,http://www.nongsaro.go.kr/cms_contents/301/14915_MF_ATTACH_01_TMB.jpg,관목형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","만천성(滿天星)·두메별꽃이라고도 한다. 높이 약 1m이다. 가지가 많이 갈라져서 퍼진다. 잎은 마주나며 긴 타원형이고 길이 2cm 정도이다. 가장자리가 밋밋하며 턱잎은 가시처럼 되어 있다. 꽃은 5∼6월에 흰색 또는 연한 붉은빛을 띤 자주색으로 피고 잎겨드랑이에 달린다. 화관은 깔때기 모양이고 끝이 5개로 갈라져서 퍼지며 안에 털이 난다. 수술은 화관통에 붙어 있는데, 암술보다 긴 것과 짧은 것의 2종류가 있다. 열매는 핵과로서 7월에 익는다. 번식은 꺾꽂이와 포기나누기로 한다. 중국 남부 원산이며 관상용으로 쓰고 울타리에 많이 심는다. 원예품종으로는 겹꽃·만첩꽃, 잎에 반점이 있는 것 등을 개발하였다. 옆에서 볼 때는 T자같이 보이므로 흰색 꽃이 피는 정화라는 이름이 생겼다. 중국 남쪽에서 인도차이나 반도까지 분포한다. "
백화등,http://www.nongsaro.go.kr/cms_contents/301/14916_MF_ATTACH_01_TMB.JPG,덩굴성,필요함,경험자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,봄,마삭줄 증에서 가장 잎과 꽃이 크며 향기도 강하다. 5-6월  개화하며 내건성은 강하나 내한성은 다소 약한 편이다.
벤자민고무나무,http://www.nongsaro.go.kr/cms_contents/301/14919_MF_ATTACH_01_TMB.jpg,"직립형,관목형",보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"상록 교목, 실내 대형 화분, 줄기가 유연하여 자유롭게 구부릴 수 있다."
벵갈고무나무,http://www.nongsaro.go.kr/cms_contents/301/15831_MF_ATTACH_01_TMB.jpg,"직립형,관목형",보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,벵갈고무나무는 열대아시아의 산기슭에서 자라는 식물이다. 가지가 잘뻗고 옆으로 퍼져 잘라는 성질이 있어 가정에서도 키우기 좋은 식물이다.고무나무 중에서도 특히 성장 속도가 빠르며 고무나무 열매는 식용 가능하다. 특히 공기정화 과가 뛰어나며 포름알데히드를 제거해주고 미세먼지 흡착력이 뛰어나 실내 공기정화 식물로도 인기가 많다. 가지치기 시 수액이 나오는데 수액에는 독성이 있으므로 장갑을 착용하고 자르는 것이 좋다. 
병솔나무,http://www.nongsaro.go.kr/cms_contents/301/15835_MF_ATTACH_01_TMB.JPG,관목형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","꽃처럼 보이는 붉은 솔은 가느다란 수술이 모여 방망이를 이룬 것이다. 상록 소교목으로 지름 10cm 키 8m정도 자라며 호주, 파푸아뉴기니아 지역이 원산이다. 
병솔나무속에는 30여종이 있으며 대부분 원예종으로 재배되고 있다. 
줄기는 회색으로 어릴 때는 갈색으로 매끄럽다가 나이가 들면 세로로 갈라진다. 긴 가지는 버들처럼 늘어지며 잎 모양도 버들과 비슷하나 오래된 잎은 딱딱하며 잎은 폭 1cm, 길이 6~8cm 정도이며 톱니가 없고 잎의 앞, 뒷면이 유사하다. 
5~8월에 피는 꽃은 병을 닦는 솔처럼 피며 가느다란 수술이 모여 지름 5~6cm, 길이 15cm전후의 진한 붉은 색의 꽃방망이를 만든다. 꽃모양을 따서 나무이름이 Bottlebrush 또는 bottle brush tree이며 우리말도 '병솔나무'이다. 꽃이 진 자리에는 콩알크기의 열매가 달린다. 호주지역에서 잎을 향신료로 사용 한다.
"
보스톤고사리,http://www.nongsaro.go.kr/cms_contents/301/16037_MF_ATTACH_01_TMB.JPG,풀모양,보통 (약간 잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",70% 이상,,"풍성하고 아름다운 잎 때문에 빅토리아 시대부터 실내에 도입되어 사랑을 받아왔으며, 오늘날에도 여전히 인기가 높은 실내식물이다."
봉의꼬리,http://www.nongsaro.go.kr/cms_contents/301/16138_MF_ATTACH_01_TMB.JPG,풀모양,보통 (약간 잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",70% 이상,,잎은 우상복엽으로 1-3쌍이고 증산효과가 뛰어나다.
부겐빌레아,http://www.nongsaro.go.kr/cms_contents/301/18613_MF_ATTACH_01_TMB.jpg,"관목형,덩굴성",필요함,초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름,가을","덩굴성 관목으로 남아메리카 원산이다. 13종 내외가 알려져 있고 그 중에서 2종이 주로 재배된다. 부겐빌레아(B. glabra)는 브라질 원산으로서 높이 4∼5m 자라고 곧은 가시가 있다. 잎은 어긋나고 달걀 모양이며 가장자리가 밋밋하고 광택이 있으며 털이 없다. 꽃은 4월에서 11월까지 연중 피고 총상꽃차례를 이루며 3개의 포에 싸인다. 꽃색은 흰색, 빨강색, 분홍색, 노란색 등 다양하다. 포는 꽃처럼 보이며 그 안에 들어 있는 진짜 꽃은 작고 눈에 잘 띄지 않는다. 털부겐빌레아(B. spectabilis)는 이와 비슷하지만 잎에 털이 많다. 많은 품종이 있으며 한국에서는 온실에서 재배한다. "
브룬펠시아,http://www.nongsaro.go.kr/cms_contents/301/18652_MF_ATTACH_01_TMB.jpg,관목형,필요함,초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","실내에서 아기자기한 여러 가지 색의 꽃들이 은은한 향기를 뿜어내는 사랑스러운 나무이다. 
처음 꽃이 필 때는 진보라색이지만 차츰 연보라색으로 변하여 최종에는 흰색으로 바뀐다. 
햇빛과 통풍이 필요하며 물을 너무 자주 주면 잎이 마르듯이 우수수 떨어진다. 
브룬펠시아의 개화습성은 새로운 가지에서 다시 꽃이 맺히므로 꽃이 진 가지를 전정해 주면 더 많은 꽃을 볼 수 있다. 향이 짙으므로 밀폐된 공간에서 너무 오래 향기를 맡지 말고 환기를 시켜준다. 
원래는 아메리카 원산의 상록 관목이며 30여 종이 알려져 있다. 
미국브룬펠시아(lady-of-the night : B. americana)는 서인도 원산이고 높이 2.4m에 달한다. 
잎은 넓은 달걀 모양에서 달걀을 거꾸로 세운 듯한 모양이며 길이 10cm이다. 꽃은 대개 1개씩 달리고 흰색이지만 노란색으로 변하며 지름 5cm, 길이 10cm이고 밤에 향기가 강하다. 꽃받침은 짧고 열매는 장과로서 지름 2cm 내외이며 노란색으로 익는다."
