name,photo_url,growth_form,care_difficulty,management_level,water_period_spring,water_period_summer,water_period_autumn,water_period_winter,growth_temp,sunlight,humidity,flower,content
브리세아,http://www.nongsaro.go.kr/cms_contents/301/18655_MF_ATTACH_01_TMB.jpg,로제트형,필요함,초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","약 250종이 자생한다. 주로 착생종이고 대형의 지생종인 것도 있다. 엽수가 많으며 활모양으로 뻗고 가죽질인 것이 많다. 
잎 가장자리에는 가시가 없다. 
꽃은 수상화서로 2열로 편평하게 붙는 것이 많다. 포는 단단한 다육질이고 적색, 녹색, 황색이며, 꽃은 주로 황, 백, 녹색이다. 
아나나스류 중에서 에크메아속과 더불어 재배상 중요한 위치를 차지한다.
"
비젯티접란,http://www.nongsaro.go.kr/cms_contents/301/18695_MF_ATTACH_01_TMB.JPG,"풀모양,로제트형",보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,
산세베리아,http://www.nongsaro.go.kr/cms_contents/301/19448_MF_ATTACH_01_TMB.jpg,다육형,낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"산세베리아는 이탈리아 산 세베로의 왕자 라이문도 디 산그로(Raimondo di Sangro, 1710~1771)를 기리기 위해 붙인 이름이다.
공기정화식물로 인기 있는 산세베리아는 대표적인 CAM식물이다. 그러나 개나 고양이와 같은 애완동물이 섭취했을 경우는 구토나 설사를 일으킬 수 있으므로 조심해야 한다. 
이 식물의 영어 이름이 ‘시어머니의 혀’인 것은 꼿꼿하게 자라면서 가죽처럼 잎이 질기기 때문에 붙여진 이름이다. 
실내에서 꽃 피기는 상당히 어렵지만, 환경이 좋으면 흰빛에 가까운 옅은 그린색의 작은 꽃들이 핀다. 품종은 여러 종류가 있지만 가장자리에 노란 테두리가 있는 종이 가장 보편적으로 이용되고 있다. 
과습하지 않더라도 실내 온도가 10℃ 이하인 경우 썩는 원인이 된다. 특히 삽목 후 온도 관리에 주의해야 한다. "
산세베리아 '골든 하니',http://www.nongsaro.go.kr/cms_contents/301/19449_MF_ATTACH_01_TMB.jpg,다육형,낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"연중 빛이 좋은 반그늘에서 잘 자란다. 그러나 여름철에 너무 강한 직사광선은 피하는 것이 좋다. 겨울에 냉해를 입으면 아래쪽이 허물거리면서 썩어버리는데, 마치 관수를 너무 많이 하여 나타나는 현상처럼 보인다.
"
산호수,http://www.nongsaro.go.kr/cms_contents/301/19451_MF_ATTACH_01_TMB.jpg,"관목형,덩굴성",낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","자금우, 백량금과 함께 자금우과에 속하며 빨간 열매가 인상적인 덩굴식물이다. 잎에 무늬가 있는 산호수도 있지만 무늬종은 일반종에 비해 열매가 잘 열리지 않는 특징이 있다. 꽃, 열매, 잎 모두 다 관상가치가 있으며  키우기 쉬운 관엽 식물이다. 
산호 중에서도 가장 비싼 것이 적색 산호인데, 산호수의 열매가 적색산호의 빛깔과 닮아있어 산호수라는 이름이 붙었다고 한다. 
"
삼색데코라고무나무,http://www.nongsaro.go.kr/cms_contents/301/19452_MF_ATTACH_01_TMB.jpg,"직립형,관목형",보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"고무나무라는 이름은 고무와 유사한 라텍스를 함유하고 있는 두껍고 가죽처럼 느껴지는 잎에서 유래되었다. 크림색이 잎 가장자리에 들어가 있어 고급스럽고도 편안한 느낌의 실내 관엽 식물이다. 
"
상록넉줄고사리 '후마타',http://www.nongsaro.go.kr/cms_contents/301/19453_MF_ATTACH_01_TMB.gif,풀모양,보통 (약간 잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",70% 이상,,"너무 습기가 많으면 민달팽이의 피해와 곰팡이병이 생기지만 너무 건조할 때는 깍지벌레, 온실가루이, 가루깍지벌레 등이 발생한다. 그러나 거미발만 살아있다면 언제든지 새 순을 낼 수 있다."
새우란,http://www.nongsaro.go.kr/cms_contents/301/19455_MF_ATTACH_01_TMB.jpg,로제트형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux)",40 ~ 70%,"봄,여름"," 대부분의 서양난이 착생란인데 비하여 동양란은 지생란이 많다.  
제주도나 일본의 숲 속에서도 자라며 높이 30~50cm, 뿌리줄기는 옆으로 뻗는다. 뿌리줄기의 모양이 새우를 닮아 새우란이라고 하며 뿌리는 강장제로도 사용된다. 꽃이 아름답고 재배가 쉬운 편이다. 봄에 꽃이 지고나면 화분 위에 깻묵 덩이를 2~3개 얹어 주거나 영양제를 주어 이듬해에도 꽃이 잘 필 수 있도록 한다. 새우란은 음지 식물이지만 실내에서 재배할 때는 밝은 곳에 둔어야 꽃이 잘 핀다. 화분흙은 물 빠짐이 좋은 마사토나 마사토와 밭흙을 8:2의 비율로 섞어 사용한다. "
석창포,http://www.nongsaro.go.kr/cms_contents/301/19457_MF_ATTACH_01_TMB.jpg,"풀모양,로제트형",낮음 (잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"냇가에서 자라는 다년초로서 근경은 옆으로 뻗으며 마디가 많고 밑부분에서 수염뿌리가 돋으며, 땅속에 들어간 근경은 마디사이가 길며 백색이지만 지상으로 나온 것은 마디사이가 짧고 녹색이다. 잎은 근경 끝에 총생하며 길이 30∼50cm. 나비2∼8mm로 전체가 대검 비슷한 선형 수상이며 화서는 6-7월에 화경 옆에 달리고 연한 황색 꽃이 화축면에서 밀생한다. 근경은 진통, 진정 및 건위제로 사용되며 목욕탕에서도 사용한다."
세네시오 라디칸스,http://www.nongsaro.go.kr/cms_contents/301/19460_MF_REPR_ATTACH_01_TMB.jpg,"덩굴성,다육형",필요함,초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40% 미만,," 녹영이 둥근 구슬을 꿴 모양이라면, 세네시오 라디칸스는 작은 녹색 바나나를 줄에 꿰어놓은 형상의 다육식물이다. 다육질의 다년초로 잎은 호생하며 짧은 엽병이 있다. 잎의 길이는 2-3cm 정도로 선단이 위로 향하며 초생달 모양으로 바깥쪽에 암녹색의 세로줄 무늬가 있다. 꽃은 흰색으로 향기가 나며 잎은 약용으로 쓰인다. 
낮은 온도에서도 잘 견디는 편이나 계속적인 생장을 위해서는 야간 온도를 13℃이상은 유지해야 한다. 행잉바스켓용으로 좋다. 
"
세이프릿지 야자,http://www.nongsaro.go.kr/cms_contents/301/19663_MF_ATTACH_01_TMB.jpg,관목형,필요함,초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"
최대 2m 정도 자라며 모양이 가늘고 호리호리한 줄기들이 모여 하나의 다발을 이루는 형태를 갖는다. 줄기는 대나무와 비슷하며 황갈색의 섬유질로 싸여있다. 주황빛을 띄는 줄기에 검은색의 열매가 맺히지만 독성이 있으므로 먹지 않는 것이 좋다. 생장이 매우 빠른편으로 반양지에서 직사광선을 피하여 기르는 것이 좋지만 광량이 너무 적으면 잎이 전체적으로 처지고 모양이 흐트러진다. 물은 화분구멍으로 흘러나올 만큼 흠뻑 주며 하루에 한 두 차례 엽면에 스프레이로 뿌려 줄 경우 외관을 유지하는데 도움이 된다. 1989년 나사에서 발표한 50종의 우수실내정화식물 중 하나로 증산작용이 뛰어나고 휘발성 화학물질 제거 능력이 매우 우수하여 공기 정화식물로 인기가 높다.

"
셀라기넬라,http://www.nongsaro.go.kr/cms_contents/301/19696_MF_ATTACH_01_TMB.gif,풀모양,필요함,초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",70% 이상,,"
줄기와 잎이 향나무 가지와 비슷하고, 수태같이 생기기도 하다. 줄기가 연해 누워 자라고 줄기에 뿌리가 내리며 자란다. 포기는 밀집해서 소복하게 모여 자라고 잎은 밝은 녹색 또는 연녹색으로 비늘같이 부드러운 짧은 잎이 나 있다. 원산은 1과 1속으로 세계에 700종이 나며 주로 열대 우림지대에 자생하며 일본에 16종이 나고 한국에 6종이 난다. 화훼 장식 재료로 일반적으로 사용 되지는 않으나 작품의 밑 부분을 가려야 한다든지 수반화 아랫부분에 쓰여 작품의 아름다움을 더한다."
소피아 고무나무,http://www.nongsaro.go.kr/cms_contents/301/19703_MF_ATTACH_01_TMB.jpg,"직립형,관목형",필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"고무식물은 고무질을 생산하는 식물로 전 세계의 400종 이상 알려져 있는데 한국에서 흔히 고무나무라고 하는 것은 인도고무나무이다. 인도고무나무는 고무를 채취할 목적보다는 관상식물로 정원에 심거나 화분에 심어 실내장식용에 쓰이고 있다. 소피아 고무나무는 인도고무나무를 개량한 품종으로 일반적인 멜라닌 고무나무 보다 잎이 크다. 강한 직사광선을 피하되 실내의 밝은 곳에서 재배하고 실내습도를 40~70% 유지하며 깍지벌레와 응애와 같은 병충해를 조심해야 한다. 넓은 잎에 먼지가 쌓이면 식물의 호흡작용에 장해를 받아 생육에 영향을 미치므로 젖은 헝겊으로 잎을 닦아준다. 
"
솔레이롤리아,http://www.nongsaro.go.kr/cms_contents/301/19704_MF_REPR_ATTACH_01_TMB.jpg,풀모양,낮음 (잘 견딤),초보자,화분 흙 대부분 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"내한성이 강한 상록 여러해살이풀로 키는 약 5cm이며 줄기는 붉은색으로 30cm정도 뻗어 나간다. 둥근 작은 잎이 촘촘히 달려있고 흰색 작은 꽃이 피며 생명력이 강해 실내적응력이 뛰어나다. 관수는 화분에 흙이 말랐을 때 하며 잎이나 줄기에 물이 닿으면 곰팡이 병이 생길 수 있어 물을 줄때에는 저면관수 한다.
"
수박페페로미아,http://www.nongsaro.go.kr/cms_contents/301/19706_MF_REPR_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"
수박 페페로미아는 자일렌 제거량이 ‘중’등급이고, 포름알데히드 제거량은 ‘중상’등급으로 우수한 공기정화식물이다. 새집증후군 원인물질인 자일렌과 포름알데히드의 제거효과가 우수하나, 빛을 너무 적게 받으면 도장(웃자람)하고 실내에서 재배할 때 습도 40~70%를 유지해야한다. 추위에 약해 겨울철 온도관리에 주의하고 부엽토성분의 배수가 잘되는 토양에 심는다. 깍지벌레 응애와 같은 병충해에 주의한다.  "
수박필레아,http://www.nongsaro.go.kr/cms_contents/301/19709_MF_ATTACH_01_TMB.jpg,"관목형,풀모양",특별 관리 요구,전문가,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,잎 위쪽에 성긴 톱니가 있는 타원형 잎 표면에 규칙적인 은색 무늬가 있다.
수염 틸란드시아,http://www.nongsaro.go.kr/cms_contents/301/19711_MF_ATTACH_01_TMB.jpg,덩굴성,필요함,경험자,,,,,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",70% 이상,,수염 틸란드시아는 공기 정화에 좋은 반려 식물 중 하나이며 뿌리가 없어 공중에서도 습도와 영양분을 흡수하는 식물이다. 밀폐된 공간에서도 사람이 생존할 수 있을 정도로 산소 배출량과 공기 정화 능력이 뛰어난 식물이다. 햇빛을 좋아하며 일주일에 한 번 정도는 물에 담가두는 것을 추천한다. 
쉐플레라 '홍콩',http://www.nongsaro.go.kr/cms_contents/301/19715_MF_ATTACH_01_TMB.jpg,"직립형,관목형",보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"홍콩야자라고 알려진 쉐플레라 ‘홍콩’은 실내공기정화력이 우수한, 특히 담배연기를 잘 흡수하는 식물로 알려져 있으며 키가 큰 종류의 쉐플레라와 키가 작은 왜성종 쉐플레라가 있다. 물 꽂이 화분에 심어도 뿌리가 내리는 적응력이 강한 식물이지만, 추위에는 약하다. 수건으로 잎을 닦아 주면 잎에서 윤기가 생겨 관상하기 좋다. "
스킨답서스,http://www.nongsaro.go.kr/cms_contents/301/19716_MF_ATTACH_01_TMB.gif,덩굴성,보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"에코플렌트 중에서 가장 관리가 쉽고 잘 자라는 식물로 병해충에 대한 강한 저항성을 갖고 있다.
실내관엽 식물중 일산화탄소 제거능이 우수하여 주방의 기능성 식물로 알려진 종으로 어두운 곳에서도 잘 적응한다. 약 40m 길이까지 자랄 수 있는 덩굴성으로 행잉으로 이용하며 기근을 갖는다. 여러무늬 종들이 있으며 공기 정화력도 가지고 있다. 칼슘옥살레이트 성분을 가지고 있어 애완동물에게는 독성이 있다. 수경재배가 가능하여 줄기를 잘라 물꽂이 삽목하여 재배한다. 반음지에서 잘 자라며 겨울철에는 충분히 빛을 받게 하면서 물은 적게준다. "
스파티필룸,http://www.nongsaro.go.kr/cms_contents/301/19717_MF_ATTACH_01_TMB.gif,풀모양,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름","대표적인 품종은 다음과 같다.

① 파티니이(S. patinii): 

원산지는 확실하지 않으며 한국에서 흔히 재배한다. 높이 40∼50cm 정도로 자라며 무리 지어 난다. 잎은 혁질(革質:가죽 같은 질감)로서 긴 타원 모양 바소꼴이며 길이 약 20cm, 나비 8cm 정도이다. 불염포는 길이 8∼10cm로서 흰색이다. 그늘진 곳에서도 잘 자란다.

② 칸니폴리움(S. cannifolium): 

남아메리카 북부와 트리니다드토바고 원산이다. 원예종이 많으며 높이 80∼100cm 정도이다. 땅속줄기가 자란 것으로서 무리지어 난다. 잎은 두껍고 길이 30∼50cm, 나비 10∼18cm이며 잎자루와 같은 길이이다. 추위에는 약하나 그늘에서도 자란다.

③ 플로리분둠(S. floribundum): 

콜럼비아 원산이다. 높이 약 30cm이다. 왜성종으로서 잎은 빽빽이 나나 무리를 이루지 못하고 생장도 더디다. 잎은 타원 모양으로서 둥그스름하며 혁질이다. 잎은 길이 15∼20cm, 나비 8cm 정도이다. 불염포는 넓은 달걀 모양이며 육수꽃차례로 달린다. 향기가 강하고 열매를 잘 맺는다. 번식은 종자로 한다.

④ 왈리시(S. wallisii): 

중앙 아메리카가 원산지인 상록다년초다. 최대 90cm까지 자라며 10~12cm의 타원형 불염포를 가지고 있다. 불염포는 흰색이나 나이가 들면 녹색을 띤다. 광택이 있는 잎은 약 60cm까지 자라며 타 종보다 큰 편이다. 마우나로아(mauna loa), 센세이션(sensation), 도미노(domino)를 비롯한 다양한 원예 품종의 모태가 되었다. 상업적으로 가장 많이 이용되고 있는 대형 원예종인 마우나로아는 미항공우주국(NASA)의 공기정화식물 실험을 거친 원예종으로 벤젠, 폼알데하이드, 트릴클로로에틸렌, 크실렌, 톨루엔, 암모니아, ,아세톤 등의 제거 능력이 특히 매우 뛰어나 공기정화식물로도 인기가 많다.

꽃자루가 길고 흰색의 아름다운 포엽에 꼬리같은 육수화서가 붙어있다. 공기정화식물로도 유명하지만, 칼라를 닮은 포엽이 완전히 전개되면 우아한 꽃과 같은 느낌이다. 흰색의 포엽은 시간이 지날수록 녹색으로 바뀌어 간다. 공중습도 관리에 유의하며 습한 여름철을 제외하고 잎에 자주 분무한다. 재배가 쉽지만 추위에는 조금 약하므로 겨울철 냉해를 받지 않도록 주의한다. "
시서스,http://www.nongsaro.go.kr/cms_contents/301/19719_MF_ATTACH_01_TMB.jpg,덩굴성,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"시서스는 그리스어로 담쟁이덩굴을 뜻하며 ‘포도아이비’라고 불리는 생명력이 강한 엔렌다니카와 ‘캥거루이이비’ 라고 불리는 안타르티카 등 다양한 품종이 있다. 시서스 안타르티카는 잎이 난형으로 밝은 녹색이고 가장자리에 엉성한 톱니가 있다. 덩굴손이 있어서 다른 물체에 매달리는 특성이 있어 끈으로 연결시켜 유인하여 기를 수 있다. 오존에 민감해 오존의 피해정도를 육안으로 확인할 수 있어 실내에서 기를 때 오전경보장치 기능을 할 수 있다.  
"
시클라멘,http://www.nongsaro.go.kr/cms_contents/301/19707_MF_ATTACH_01_TMB.jpg,풀모양,필요함,전문가,토양 표면이 말랐을때 충분히 관수함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,겨울","덩이줄기 구근식물인 시클라멘의 꽃은 11월~3월까지 피고, 한줄기 끝에 1개의 꽃이 피며, 보라색, 분홍색, 빨강색, 흰색 등 꽃 색이 다양하다. 통풍이 잘 되는 서늘한 곳을 좋아한다. 하트모양의 독특한 화형을 오랫동안 감상 할 수 있고 겨울철 실내에서 재배가 용이한 장점이 있다. 관수는 잎과 구근이 닿지 않도록 저면관수 하는 것이 좋다. 생육온도는 16~20℃로 여름철 차광을 하여 온도조절을 해준다. 진딧물, 응애, 온실가루이 등 병충해에 조심한다.
"
심비디움,http://www.nongsaro.go.kr/cms_contents/301/19712_MF_ATTACH_01_TMB.JPG,풀모양,필요함,전문가,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",70% 이상,겨울,"‘물위의 배’라는 뜻으로 꽃은 2개의 꽃잎 1개의 설판, 3개의 꽃받침으로 구성된다. 분홍색, 빨강색, 노란색, 흰색 등 다양한 색을 갖고 있으며 화려하지만 대부분 향기가 없다. 우리나라에서는 겨울철에 꽃이 피고 화분용이나 절화로 많이 쓰이며 결혼식 축하 코사지로 많이 쓰인다. 지하부 배지의 과습에 약하므로 건조하게 관리한다. 뿌리가 꽉 차기 전, 3~4월에 분갈이를 하는 것이 좋다."
싱고니움,http://www.nongsaro.go.kr/cms_contents/301/19714_MF_ATTACH_03_TMB.jpg,"덩굴성,풀모양",필요함,경험자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"연두색, 흰색, 빨강, 분홍색등의 잎색과 줄무늬, 점무늬 등 다양한 잎모양을 지닌 대표적인 잎보기식물이다. 실내 암모니아 제거능력 우수하고 반그늘을 좋아하며 고온다습한 환경에서 잘 자란다. 덩굴성이면서 줄기 마디에서 기근이 나와 다른 물체에 붙어 자란다. 줄기를 자르면 즙액이 나오고 이를 식용하면 위험하다. 응애, 깍지벌레, 온실가루이 병충해를 조심한다.

"
아글라오네마,http://www.nongsaro.go.kr/cms_contents/301/19469_MF_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,영화 ‘레옹’의 주인공이 소중하게 여기던 화분식물로 잘 알려진 화분식물로 은빛과 녹색이 잘 배합되어 고급스러운 느낌을 전해준다. 최근에는 화사한 빛깔의 품종 ‘오로라’도 유통되고 있다. 밝은 빛을 공급하면 가장자리와 주맥의 붉은 빛이 선명해진다. 추위에 약하므로 겨울철 실내온도를 잘 관리하며 수경재배로 재배가 가능하다.
아데니움,http://www.nongsaro.go.kr/cms_contents/301/19468_MF_ATTACH_01_TMB.jpg,"관목형,다육형",보통 (약간 잘 견딤),경험자,화분 흙 대부분 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",아데니움은 선인장다육식물이다. 꽃이 최초로 발견된 장소인 예멘의 'Aden'에서 유래한 것으로 알려져 있으며 사막의 장미 '석화'로도 부릅니다. 건조한 기후에서 물을 저장하기 위해 부풀어 오른 독특한 형태의 줄기를 가지고 있다. 
아디안텀,http://www.nongsaro.go.kr/cms_contents/301/19467_MF_REPR_ATTACH_01_TMB.jpg,풀모양,특별 관리 요구,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,고사리류의 식물로 처음엔 위로 자라다가 어느 정도 자라면 아래로 처지는 형태로 밝은 녹색 잎이 많이 달려 있어 매우 섬세한 느낌을 준다.연한 녹색의 잎이 부드러운 관엽식물이고 원줄기는 윤기나는 검은색이다. 
